Year,SA3_MAIN11,SA3_NAME11,Estimated_resident_population
2007,30604,Port Douglas - Daintree,10703
2008,30604,Port Douglas - Daintree,10921
2009,30604,Port Douglas - Daintree,11040
2010,30604,Port Douglas - Daintree,11066
2011,30604,Port Douglas - Daintree,11138
2012,30604,Port Douglas - Daintree,11272
2013,30604,Port Douglas - Daintree,11455
2014,30604,Port Douglas - Daintree,11618
2015,30604,Port Douglas - Daintree,11718
2016,30604,Port Douglas - Daintree,11882
1991,30605,Tablelands (East) - Kuranda,31726
1992,30605,Tablelands (East) - Kuranda,32312
1993,30605,Tablelands (East) - Kuranda,32924
1994,30605,Tablelands (East) - Kuranda,33209
1995,30605,Tablelands (East) - Kuranda,33536
1996,30605,Tablelands (East) - Kuranda,34067
1997,30605,Tablelands (East) - Kuranda,34173
1998,30605,Tablelands (East) - Kuranda,34348
1999,30605,Tablelands (East) - Kuranda,34272
2000,30605,Tablelands (East) - Kuranda,34348
2001,30605,Tablelands (East) - Kuranda,34473
2002,30605,Tablelands (East) - Kuranda,34876
2003,30605,Tablelands (East) - Kuranda,35249
2004,30605,Tablelands (East) - Kuranda,35491
2005,30605,Tablelands (East) - Kuranda,35848
2006,30605,Tablelands (East) - Kuranda,36362
2007,30605,Tablelands (East) - Kuranda,37103
2008,30605,Tablelands (East) - Kuranda,37972
2009,30605,Tablelands (East) - Kuranda,38625
2010,30605,Tablelands (East) - Kuranda,39053
2011,30605,Tablelands (East) - Kuranda,39420
2012,30605,Tablelands (East) - Kuranda,39886
2013,30605,Tablelands (East) - Kuranda,40397
2014,30605,Tablelands (East) - Kuranda,40784
2015,30605,Tablelands (East) - Kuranda,41057
2016,30605,Tablelands (East) - Kuranda,41330
1991,30701,Darling Downs (West) - Maranoa,43209
1992,30701,Darling Downs (West) - Maranoa,43111
1993,30701,Darling Downs (West) - Maranoa,42814
1994,30701,Darling Downs (West) - Maranoa,42017
1995,30701,Darling Downs (West) - Maranoa,41080
1996,30701,Darling Downs (West) - Maranoa,40555
1997,30701,Darling Downs (West) - Maranoa,40599
1998,30701,Darling Downs (West) - Maranoa,40810
1999,30701,Darling Downs (West) - Maranoa,40995
2000,30701,Darling Downs (West) - Maranoa,41252
2001,30701,Darling Downs (West) - Maranoa,41698
2002,30701,Darling Downs (West) - Maranoa,41665
2003,30701,Darling Downs (West) - Maranoa,41584
2004,30701,Darling Downs (West) - Maranoa,41386
2005,30701,Darling Downs (West) - Maranoa,41299
2006,30701,Darling Downs (West) - Maranoa,41480
2007,30701,Darling Downs (West) - Maranoa,41935
2008,30701,Darling Downs (West) - Maranoa,42643
2009,30701,Darling Downs (West) - Maranoa,43192
2010,30701,Darling Downs (West) - Maranoa,43820
2011,30701,Darling Downs (West) - Maranoa,44502
2012,30701,Darling Downs (West) - Maranoa,44754
2013,30701,Darling Downs (West) - Maranoa,45124
2014,30701,Darling Downs (West) - Maranoa,45351
2015,30701,Darling Downs (West) - Maranoa,45263
2016,30701,Darling Downs (West) - Maranoa,44959
1991,30702,Darling Downs - East,37579
1992,30702,Darling Downs - East,37810
1993,30702,Darling Downs - East,37839
1994,30702,Darling Downs - East,37672
1995,30702,Darling Downs - East,37206
1996,30702,Darling Downs - East,36948
1997,30702,Darling Downs - East,36993
1998,30702,Darling Downs - East,37067
1999,30702,Darling Downs - East,37200
2000,30702,Darling Downs - East,37718
2001,30702,Darling Downs - East,38228
2002,30702,Darling Downs - East,38332
2003,30702,Darling Downs - East,38278
2004,30702,Darling Downs - East,38461
2005,30702,Darling Downs - East,38778
2006,30702,Darling Downs - East,39019
2007,30702,Darling Downs - East,39337
2008,30702,Darling Downs - East,39846
2009,30702,Darling Downs - East,40446
2010,30702,Darling Downs - East,40818
2011,30702,Darling Downs - East,41409
2012,30702,Darling Downs - East,41984
2013,30702,Darling Downs - East,42586
2014,30702,Darling Downs - East,42896
2015,30702,Darling Downs - East,42911
2016,30702,Darling Downs - East,42999
1991,30703,Granite Belt,33398
1992,30703,Granite Belt,33811
1993,30703,Granite Belt,34172
1994,30703,Granite Belt,34317
1995,30703,Granite Belt,34127
1996,30703,Granite Belt,33961
1997,30703,Granite Belt,34077
1998,30703,Granite Belt,34224
1999,30703,Granite Belt,34360
2000,30703,Granite Belt,34686
2001,30703,Granite Belt,34893
2002,30703,Granite Belt,35279
2003,30703,Granite Belt,35548
2004,30703,Granite Belt,35747
2005,30703,Granite Belt,36116
2006,30703,Granite Belt,36611
2007,30703,Granite Belt,37243
2008,30703,Granite Belt,37860
2009,30703,Granite Belt,38535
2010,30703,Granite Belt,38930
2011,30703,Granite Belt,39349
2012,30703,Granite Belt,39785
2013,30703,Granite Belt,40367
2014,30703,Granite Belt,40495
2015,30703,Granite Belt,40514
2016,30703,Granite Belt,40664
1991,30801,Central Highlands (Qld),26480
1992,30801,Central Highlands (Qld),27145
1993,30801,Central Highlands (Qld),27262
1994,30801,Central Highlands (Qld),26953
1995,30801,Central Highlands (Qld),26953
1996,30801,Central Highlands (Qld),26934
1997,30801,Central Highlands (Qld),26787
1998,30801,Central Highlands (Qld),26507
1999,30801,Central Highlands (Qld),26150
2000,30801,Central Highlands (Qld),25736
2001,30801,Central Highlands (Qld),25595
2002,30801,Central Highlands (Qld),26041
2003,30801,Central Highlands (Qld),26506
2004,30801,Central Highlands (Qld),27084
2005,30801,Central Highlands (Qld),27576
2006,30801,Central Highlands (Qld),28151
2007,30801,Central Highlands (Qld),28498
2008,30801,Central Highlands (Qld),29006
2009,30801,Central Highlands (Qld),29648
2010,30801,Central Highlands (Qld),30039
2011,30801,Central Highlands (Qld),30517
2012,30801,Central Highlands (Qld),30745
2013,30801,Central Highlands (Qld),30803
2014,30801,Central Highlands (Qld),30657
2015,30801,Central Highlands (Qld),30225
2016,30801,Central Highlands (Qld),29775
1991,30802,Gladstone - Biloela,55643
1992,30802,Gladstone - Biloela,56097
1993,30802,Gladstone - Biloela,57000
1994,30802,Gladstone - Biloela,57674
1995,30802,Gladstone - Biloela,58148
1996,30802,Gladstone - Biloela,58953
1997,30802,Gladstone - Biloela,59461
1998,30802,Gladstone - Biloela,59889
1999,30802,Gladstone - Biloela,60149
2000,30802,Gladstone - Biloela,60446
2001,30802,Gladstone - Biloela,61013
2002,30802,Gladstone - Biloela,61920
2003,30802,Gladstone - Biloela,62996
2004,30802,Gladstone - Biloela,64476
2005,30802,Gladstone - Biloela,65500
2006,30802,Gladstone - Biloela,67077
2007,30802,Gladstone - Biloela,68470
2008,30802,Gladstone - Biloela,70305
2009,30802,Gladstone - Biloela,71987
2010,30802,Gladstone - Biloela,72552
2011,30802,Gladstone - Biloela,74273
2012,30802,Gladstone - Biloela,75443
2013,30802,Gladstone - Biloela,77233
2014,30802,Gladstone - Biloela,78451
2015,30802,Gladstone - Biloela,78712
2016,30802,Gladstone - Biloela,77895
1991,30803,Rockhampton,89668
1992,30803,Rockhampton,90519
1993,30803,Rockhampton,92287
1994,30803,Rockhampton,93742
1995,30803,Rockhampton,94272
1996,30803,Rockhampton,94993
1997,30803,Rockhampton,95329
1998,30803,Rockhampton,95765
1999,30803,Rockhampton,96074
2000,30803,Rockhampton,95927
2001,30803,Rockhampton,96343
2002,30803,Rockhampton,97397
2003,30803,Rockhampton,98779
2004,30803,Rockhampton,100579
2005,30803,Rockhampton,101940
2006,30803,Rockhampton,103747
2007,30803,Rockhampton,105824
2008,30803,Rockhampton,107679
2009,30803,Rockhampton,109922
2010,30803,Rockhampton,111099
2011,30803,Rockhampton,112333
2012,30803,Rockhampton,115021
2013,30803,Rockhampton,117176
2014,30803,Rockhampton,118488
2015,30803,Rockhampton,118992
2016,30803,Rockhampton,118644
1991,30901,Broadbeach - Burleigh,46663
1992,30901,Broadbeach - Burleigh,47241
1993,30901,Broadbeach - Burleigh,48106
1994,30901,Broadbeach - Burleigh,48578
1995,30901,Broadbeach - Burleigh,49238
1996,30901,Broadbeach - Burleigh,49679
1997,30901,Broadbeach - Burleigh,51029
1998,30901,Broadbeach - Burleigh,51839
1999,30901,Broadbeach - Burleigh,52661
2000,30901,Broadbeach - Burleigh,53596
2001,30901,Broadbeach - Burleigh,55021
2002,30901,Broadbeach - Burleigh,56007
2003,30901,Broadbeach - Burleigh,56560
2004,30901,Broadbeach - Burleigh,56979
2005,30901,Broadbeach - Burleigh,57082
2006,30901,Broadbeach - Burleigh,57709
2007,30901,Broadbeach - Burleigh,58461
2008,30901,Broadbeach - Burleigh,58826
2009,30901,Broadbeach - Burleigh,59837
2010,30901,Broadbeach - Burleigh,60527
2011,30901,Broadbeach - Burleigh,60897
2012,30901,Broadbeach - Burleigh,62005
2013,30901,Broadbeach - Burleigh,62797
2014,30901,Broadbeach - Burleigh,63378
2015,30901,Broadbeach - Burleigh,63859
2016,30901,Broadbeach - Burleigh,64491
1991,30902,Coolangatta,37339
1992,30902,Coolangatta,38299
1993,30902,Coolangatta,39045
1994,30902,Coolangatta,40191
1995,30902,Coolangatta,41320
1996,30902,Coolangatta,42048
1997,30902,Coolangatta,43040
1998,30902,Coolangatta,43756
1999,30902,Coolangatta,44673
2000,30902,Coolangatta,45649
2001,30902,Coolangatta,46644
2002,30902,Coolangatta,47992
2003,30902,Coolangatta,49089
2004,30902,Coolangatta,49514
2005,30902,Coolangatta,49866
2006,30902,Coolangatta,50359
2007,30902,Coolangatta,50839
2008,30902,Coolangatta,50944
2009,30902,Coolangatta,51266
2010,30902,Coolangatta,51650
2011,30902,Coolangatta,52239
2012,30902,Coolangatta,53050
2013,30902,Coolangatta,53584
2014,30902,Coolangatta,53931
2015,30902,Coolangatta,54442
2016,30902,Coolangatta,55139
1991,30903,Gold Coast - North,36376
1992,30903,Gold Coast - North,38315
1993,30903,Gold Coast - North,40099
1994,30903,Gold Coast - North,41732
1995,30903,Gold Coast - North,43345
1996,30903,Gold Coast - North,44477
1997,30903,Gold Coast - North,45707
1998,30903,Gold Coast - North,47223
1999,30903,Gold Coast - North,48976
2000,30903,Gold Coast - North,50760
2001,30903,Gold Coast - North,52268
2002,30903,Gold Coast - North,53837
2003,30903,Gold Coast - North,55190
2004,30903,Gold Coast - North,56153
2005,30903,Gold Coast - North,56747
2006,30903,Gold Coast - North,57566
2007,30903,Gold Coast - North,58443
2008,30903,Gold Coast - North,59430
2009,30903,Gold Coast - North,60640
2010,30903,Gold Coast - North,61451
2011,30903,Gold Coast - North,62272
2012,30903,Gold Coast - North,63537
2013,30903,Gold Coast - North,65018
2014,30903,Gold Coast - North,66238
2015,30903,Gold Coast - North,67263
2016,30903,Gold Coast - North,68379
1991,30904,Gold Coast Hinterland,10201
1992,30904,Gold Coast Hinterland,10765
1993,30904,Gold Coast Hinterland,11308
1994,30904,Gold Coast Hinterland,11677
1995,30904,Gold Coast Hinterland,12026
1996,30904,Gold Coast Hinterland,12294
1997,30904,Gold Coast Hinterland,12621
1998,30904,Gold Coast Hinterland,13003
1999,30904,Gold Coast Hinterland,13299
2000,30904,Gold Coast Hinterland,13707
2001,30904,Gold Coast Hinterland,14088
2002,30904,Gold Coast Hinterland,14509
2003,30904,Gold Coast Hinterland,15291
2004,30904,Gold Coast Hinterland,15762
2005,30904,Gold Coast Hinterland,16198
2006,30904,Gold Coast Hinterland,16487
2007,30904,Gold Coast Hinterland,16929
2008,30904,Gold Coast Hinterland,17087
2009,30904,Gold Coast Hinterland,17447
2010,30904,Gold Coast Hinterland,17669
2011,30904,Gold Coast Hinterland,17713
2012,30904,Gold Coast Hinterland,17875
2013,30904,Gold Coast Hinterland,18068
2014,30904,Gold Coast Hinterland,18464
2015,30904,Gold Coast Hinterland,18690
2016,30904,Gold Coast Hinterland,19023
1991,30905,Mudgeeraba - Tallebudgera,10780
1992,30905,Mudgeeraba - Tallebudgera,11741
1993,30905,Mudgeeraba - Tallebudgera,13173
1994,30905,Mudgeeraba - Tallebudgera,14280
1995,30905,Mudgeeraba - Tallebudgera,15581
1996,30905,Mudgeeraba - Tallebudgera,16504
1997,30905,Mudgeeraba - Tallebudgera,18151
1998,30905,Mudgeeraba - Tallebudgera,19959
1999,30905,Mudgeeraba - Tallebudgera,21317
2000,30905,Mudgeeraba - Tallebudgera,22424
2001,30905,Mudgeeraba - Tallebudgera,23936
2002,30905,Mudgeeraba - Tallebudgera,24622
2003,30905,Mudgeeraba - Tallebudgera,25681
2004,30905,Mudgeeraba - Tallebudgera,26494
2005,30905,Mudgeeraba - Tallebudgera,27030
2006,30905,Mudgeeraba - Tallebudgera,27867
2007,30905,Mudgeeraba - Tallebudgera,29091
2008,30905,Mudgeeraba - Tallebudgera,29957
2009,30905,Mudgeeraba - Tallebudgera,30762
2010,30905,Mudgeeraba - Tallebudgera,31559
2011,30905,Mudgeeraba - Tallebudgera,32161
2012,30905,Mudgeeraba - Tallebudgera,32702
2013,30905,Mudgeeraba - Tallebudgera,33112
2014,30905,Mudgeeraba - Tallebudgera,33684
2015,30905,Mudgeeraba - Tallebudgera,34197
2016,30905,Mudgeeraba - Tallebudgera,34506
1991,30906,Nerang,29730
1992,30906,Nerang,32047
1993,30906,Nerang,33976
1994,30906,Nerang,35647
1995,30906,Nerang,37626
1996,30906,Nerang,39129
1997,30906,Nerang,40531
1998,30906,Nerang,41382
1999,30906,Nerang,42450
2000,30906,Nerang,43788
2001,30906,Nerang,45036
2002,30906,Nerang,47469
2003,30906,Nerang,50621
2004,30906,Nerang,52841
2005,30906,Nerang,54629
2006,30906,Nerang,56570
2007,30906,Nerang,58655
2008,30906,Nerang,60534
2009,30906,Nerang,62423
2010,30906,Nerang,63879
2011,30906,Nerang,64885
2012,30906,Nerang,66142
2013,30906,Nerang,67426
2014,30906,Nerang,68198
2015,30906,Nerang,68839
2016,30906,Nerang,69402
1991,30907,Ormeau - Oxenford,21053
1992,30907,Ormeau - Oxenford,22984
1993,30907,Ormeau - Oxenford,24982
1994,30907,Ormeau - Oxenford,27232
1995,30907,Ormeau - Oxenford,30694
1996,30907,Ormeau - Oxenford,33205
1997,30907,Ormeau - Oxenford,35391
1998,30907,Ormeau - Oxenford,37302
1999,30907,Ormeau - Oxenford,40328
2000,30907,Ormeau - Oxenford,43353
2001,30907,Ormeau - Oxenford,45959
2002,30907,Ormeau - Oxenford,49361
2003,30907,Ormeau - Oxenford,52963
2004,30907,Ormeau - Oxenford,56575
2005,30907,Ormeau - Oxenford,62121
2006,30907,Ormeau - Oxenford,67194
2007,30907,Ormeau - Oxenford,74759
2008,30907,Ormeau - Oxenford,82404
2009,30907,Ormeau - Oxenford,88642
2010,30907,Ormeau - Oxenford,92982
2011,30907,Ormeau - Oxenford,97116
2012,30907,Ormeau - Oxenford,102460
2013,30907,Ormeau - Oxenford,107752
2014,30907,Ormeau - Oxenford,112341
2015,30907,Ormeau - Oxenford,117584
2016,30907,Ormeau - Oxenford,125111
1991,30908,Robina,9876
1992,30908,Robina,11986
1993,30908,Robina,14259
1994,30908,Robina,16712
1995,30908,Robina,20115
1996,30908,Robina,22011
1997,30908,Robina,23653
1998,30908,Robina,25188
1999,30908,Robina,26314
2000,30908,Robina,28117
2001,30908,Robina,29690
2002,30908,Robina,32574
2003,30908,Robina,35706
2004,30908,Robina,38862
2005,30908,Robina,40908
2006,30908,Robina,42313
2007,30908,Robina,44277
2008,30908,Robina,45437
2009,30908,Robina,46207
2010,30908,Robina,46511
2011,30908,Robina,47200
2012,30908,Robina,48127
2013,30908,Robina,49094
2014,30908,Robina,49966
2015,30908,Robina,50856
2016,30908,Robina,51508
1991,30909,Southport,34524
1992,30909,Southport,35733
1993,30909,Southport,37143
1994,30909,Southport,39411
1995,30909,Southport,41637
1996,30909,Southport,43091
1997,30909,Southport,44123
1998,30909,Southport,44876
1999,30909,Southport,45403
2000,30909,Southport,45951
2001,30909,Southport,46673
2002,30909,Southport,47752
2003,30909,Southport,48415
2004,30909,Southport,49262
2005,30909,Southport,50095
2006,30909,Southport,51573
2007,30909,Southport,52550
2008,30909,Southport,53693
2009,30909,Southport,55278
2010,30909,Southport,56449
2011,30909,Southport,56993
2012,30909,Southport,57951
2013,30909,Southport,58792
2014,30909,Southport,59406
2015,30909,Southport,60282
2016,30909,Southport,61128
1991,30910,Surfers Paradise,24220
1992,30910,Surfers Paradise,24385
1993,30910,Surfers Paradise,24460
1994,30910,Surfers Paradise,24938
1995,30910,Surfers Paradise,25762
1996,30910,Surfers Paradise,26598
1997,30910,Surfers Paradise,27411
1998,30910,Surfers Paradise,28316
1999,30910,Surfers Paradise,29152
2000,30910,Surfers Paradise,30053
2001,30910,Surfers Paradise,30862
2002,30910,Surfers Paradise,31354
2003,30910,Surfers Paradise,32597
2004,30910,Surfers Paradise,33518
2005,30910,Surfers Paradise,34257
2006,30910,Surfers Paradise,34935
2007,30910,Surfers Paradise,35814
2008,30910,Surfers Paradise,36287
2009,30910,Surfers Paradise,36631
2010,30910,Surfers Paradise,36953
2011,30910,Surfers Paradise,37290
2012,30910,Surfers Paradise,38598
2013,30910,Surfers Paradise,39603
2014,30910,Surfers Paradise,40634
2015,30910,Surfers Paradise,41760
2016,30910,Surfers Paradise,42883
1991,31001,Forest Lake - Oxley,36713
1992,31001,Forest Lake - Oxley,36977
1993,31001,Forest Lake - Oxley,38240
1994,31001,Forest Lake - Oxley,40376
1995,31001,Forest Lake - Oxley,42030
1996,31001,Forest Lake - Oxley,43568
1997,31001,Forest Lake - Oxley,44547
1998,31001,Forest Lake - Oxley,46112
1999,31001,Forest Lake - Oxley,48004
2000,31001,Forest Lake - Oxley,49824
2001,31001,Forest Lake - Oxley,51476
2002,31001,Forest Lake - Oxley,53282
2003,31001,Forest Lake - Oxley,55638
2004,31001,Forest Lake - Oxley,57682
2005,31001,Forest Lake - Oxley,58542
2006,31001,Forest Lake - Oxley,59318
2007,31001,Forest Lake - Oxley,60618
2008,31001,Forest Lake - Oxley,62034
2009,31001,Forest Lake - Oxley,63380
2010,31001,Forest Lake - Oxley,64801
2011,31001,Forest Lake - Oxley,66190
2012,31001,Forest Lake - Oxley,68209
2013,31001,Forest Lake - Oxley,70152
2014,31001,Forest Lake - Oxley,71655
2015,31001,Forest Lake - Oxley,73289
2016,31001,Forest Lake - Oxley,75209
1991,31002,Ipswich Hinterland,39774
1992,31002,Ipswich Hinterland,40635
1993,31002,Ipswich Hinterland,42142
1994,31002,Ipswich Hinterland,43491
1995,31002,Ipswich Hinterland,44640
1996,31002,Ipswich Hinterland,45715
1997,31002,Ipswich Hinterland,46105
1998,31002,Ipswich Hinterland,46539
1999,31002,Ipswich Hinterland,46961
2000,31002,Ipswich Hinterland,47204
2001,31002,Ipswich Hinterland,47490
2002,31002,Ipswich Hinterland,47888
2003,31002,Ipswich Hinterland,48597
2004,31002,Ipswich Hinterland,49281
2005,31002,Ipswich Hinterland,50769
2006,31002,Ipswich Hinterland,52096
2007,31002,Ipswich Hinterland,53092
2008,31002,Ipswich Hinterland,54352
2009,31002,Ipswich Hinterland,56098
2010,31002,Ipswich Hinterland,57484
2011,31002,Ipswich Hinterland,58452
2012,31002,Ipswich Hinterland,59435
2013,31002,Ipswich Hinterland,60872
2014,31002,Ipswich Hinterland,62230
2015,31002,Ipswich Hinterland,62878
2016,31002,Ipswich Hinterland,64124
1991,31003,Ipswich Inner,76864
1992,31003,Ipswich Inner,77488
1993,31003,Ipswich Inner,78400
1994,31003,Ipswich Inner,79114
1995,31003,Ipswich Inner,79554
1996,31003,Ipswich Inner,80021
1997,31003,Ipswich Inner,80321
1998,31003,Ipswich Inner,80304
1999,31003,Ipswich Inner,79998
2000,31003,Ipswich Inner,80228
2001,31003,Ipswich Inner,80660
2002,31003,Ipswich Inner,81786
2003,31003,Ipswich Inner,83043
2004,31003,Ipswich Inner,84443
2005,31003,Ipswich Inner,86051
2006,31003,Ipswich Inner,87703
2007,31003,Ipswich Inner,89399
2008,31003,Ipswich Inner,91667
2009,31003,Ipswich Inner,94430
2010,31003,Ipswich Inner,96323
2011,31003,Ipswich Inner,97916
2012,31003,Ipswich Inner,100242
2013,31003,Ipswich Inner,102240
2014,31003,Ipswich Inner,103795
2015,31003,Ipswich Inner,105561
2016,31003,Ipswich Inner,107320
1991,31004,Springfield - Redbank,30517
1992,31004,Springfield - Redbank,31039
1993,31004,Springfield - Redbank,32223
1994,31004,Springfield - Redbank,33544
1995,31004,Springfield - Redbank,34552
1996,31004,Springfield - Redbank,35044
1997,31004,Springfield - Redbank,35463
1998,31004,Springfield - Redbank,35803
1999,31004,Springfield - Redbank,36267
2000,31004,Springfield - Redbank,36916
2001,31004,Springfield - Redbank,37562
2002,31004,Springfield - Redbank,38778
2003,31004,Springfield - Redbank,40203
2004,31004,Springfield - Redbank,42437
2005,31004,Springfield - Redbank,46199
2006,31004,Springfield - Redbank,49298
2007,31004,Springfield - Redbank,53664
2008,31004,Springfield - Redbank,57544
2009,31004,Springfield - Redbank,61848
2010,31004,Springfield - Redbank,65176
2011,31004,Springfield - Redbank,68494
2012,31004,Springfield - Redbank,72246
2013,31004,Springfield - Redbank,76109
2014,31004,Springfield - Redbank,80204
2015,31004,Springfield - Redbank,83470
2016,31004,Springfield - Redbank,87116
1991,31101,Beaudesert,9583
1992,31101,Beaudesert,9664
1993,31101,Beaudesert,9780
1994,31101,Beaudesert,9807
1995,31101,Beaudesert,9874
1996,31101,Beaudesert,9952
1997,31101,Beaudesert,9944
1998,31101,Beaudesert,9930
1999,31101,Beaudesert,9917
2000,31101,Beaudesert,9935
2001,31101,Beaudesert,9977
2002,31101,Beaudesert,10205
2003,31101,Beaudesert,10449
2004,31101,Beaudesert,10741
2005,31101,Beaudesert,11063
2006,31101,Beaudesert,11314
2007,31101,Beaudesert,11566
2008,31101,Beaudesert,11807
2009,31101,Beaudesert,12223
2010,31101,Beaudesert,12512
2011,31101,Beaudesert,12705
2012,31101,Beaudesert,12943
2013,31101,Beaudesert,13302
2014,31101,Beaudesert,13782
2015,31101,Beaudesert,14001
2016,31101,Beaudesert,14242
1991,31102,Beenleigh,24449
1992,31102,Beenleigh,25581
1993,31102,Beenleigh,26244
1994,31102,Beenleigh,26734
1995,31102,Beenleigh,27910
1996,31102,Beenleigh,28695
1997,31102,Beenleigh,29124
1998,31102,Beenleigh,29216
1999,31102,Beenleigh,29773
2000,31102,Beenleigh,30399
2001,31102,Beenleigh,30985
2002,31102,Beenleigh,31688
2003,31102,Beenleigh,32464
2004,31102,Beenleigh,33227
2005,31102,Beenleigh,34082
2006,31102,Beenleigh,34908
2007,31102,Beenleigh,35405
2008,31102,Beenleigh,36226
2009,31102,Beenleigh,37205
2010,31102,Beenleigh,38150
2011,31102,Beenleigh,38971
2012,31102,Beenleigh,39822
2013,31102,Beenleigh,40590
2014,31102,Beenleigh,41225
2015,31102,Beenleigh,41661
2016,31102,Beenleigh,42205
1991,31103,Browns Plains,43408
1992,31103,Browns Plains,46434
1993,31103,Browns Plains,49500
1994,31103,Browns Plains,52459
1995,31103,Browns Plains,55471
1996,31103,Browns Plains,57203
1997,31103,Browns Plains,58329
1998,31103,Browns Plains,58710
1999,31103,Browns Plains,59307
2000,31103,Browns Plains,60341
2001,31103,Browns Plains,61411
2002,31103,Browns Plains,62466
2003,31103,Browns Plains,63612
2004,31103,Browns Plains,64805
2005,31103,Browns Plains,65663
2006,31103,Browns Plains,67512
2007,31103,Browns Plains,69292
2008,31103,Browns Plains,71088
2009,31103,Browns Plains,72819
2010,31103,Browns Plains,73812
2011,31103,Browns Plains,75125
2012,31103,Browns Plains,77135
2013,31103,Browns Plains,78897
2014,31103,Browns Plains,80218
2015,31103,Browns Plains,81316
2016,31103,Browns Plains,82568
1991,31104,Jimboomba,15690
1992,31104,Jimboomba,17083
1993,31104,Jimboomba,18430
1994,31104,Jimboomba,19505
1995,31104,Jimboomba,20546
1996,31104,Jimboomba,21411
1997,31104,Jimboomba,22164
1998,31104,Jimboomba,22814
1999,31104,Jimboomba,23438
2000,31104,Jimboomba,24317
2001,31104,Jimboomba,25159
2002,31104,Jimboomba,26689
2003,31104,Jimboomba,28046
2004,31104,Jimboomba,29672
2005,31104,Jimboomba,31062
2006,31104,Jimboomba,32002
2007,31104,Jimboomba,33363
2008,31104,Jimboomba,34804
2009,31104,Jimboomba,36285
2010,31104,Jimboomba,37251
2011,31104,Jimboomba,38333
2012,31104,Jimboomba,39948
2013,31104,Jimboomba,41586
2014,31104,Jimboomba,43041
2015,31104,Jimboomba,44941
2016,31104,Jimboomba,46909
1991,31105,Loganlea - Carbrook,33379
1992,31105,Loganlea - Carbrook,34479
1993,31105,Loganlea - Carbrook,36211
1994,31105,Loganlea - Carbrook,38274
1995,31105,Loganlea - Carbrook,40269
1996,31105,Loganlea - Carbrook,41481
1997,31105,Loganlea - Carbrook,42667
1998,31105,Loganlea - Carbrook,43316
1999,31105,Loganlea - Carbrook,44279
2000,31105,Loganlea - Carbrook,45142
2001,31105,Loganlea - Carbrook,45987
2002,31105,Loganlea - Carbrook,47153
2003,31105,Loganlea - Carbrook,47930
2004,31105,Loganlea - Carbrook,48888
2005,31105,Loganlea - Carbrook,49853
2006,31105,Loganlea - Carbrook,50742
2007,31105,Loganlea - Carbrook,51884
2008,31105,Loganlea - Carbrook,53113
2009,31105,Loganlea - Carbrook,54688
2010,31105,Loganlea - Carbrook,55877
2011,31105,Loganlea - Carbrook,56955
2012,31105,Loganlea - Carbrook,58207
2013,31105,Loganlea - Carbrook,59117
2014,31105,Loganlea - Carbrook,59913
2015,31105,Loganlea - Carbrook,60833
2016,31105,Loganlea - Carbrook,62016
1991,31106,Springwood - Kingston,76972
1992,31106,Springwood - Kingston,76108
1993,31106,Springwood - Kingston,75191
1994,31106,Springwood - Kingston,74352
1995,31106,Springwood - Kingston,73451
1996,31106,Springwood - Kingston,73301
1997,31106,Springwood - Kingston,72678
1998,31106,Springwood - Kingston,71935
1999,31106,Springwood - Kingston,71106
2000,31106,Springwood - Kingston,70912
2001,31106,Springwood - Kingston,70809
2002,31106,Springwood - Kingston,71519
2003,31106,Springwood - Kingston,72024
2004,31106,Springwood - Kingston,72569
2005,31106,Springwood - Kingston,73245
2006,31106,Springwood - Kingston,73952
2007,31106,Springwood - Kingston,74466
2008,31106,Springwood - Kingston,75397
2009,31106,Springwood - Kingston,76375
2010,31106,Springwood - Kingston,77099
2011,31106,Springwood - Kingston,78090
2012,31106,Springwood - Kingston,78744
2013,31106,Springwood - Kingston,80073
2014,31106,Springwood - Kingston,80465
2015,31106,Springwood - Kingston,80230
2016,31106,Springwood - Kingston,80066
1991,31201,Bowen Basin - North,35891
1992,31201,Bowen Basin - North,35647
1993,31201,Bowen Basin - North,35358
1994,31201,Bowen Basin - North,34566
1995,31201,Bowen Basin - North,33734
1996,31201,Bowen Basin - North,33428
1997,31201,Bowen Basin - North,33035
1998,31201,Bowen Basin - North,32357
1999,31201,Bowen Basin - North,31514
2000,31201,Bowen Basin - North,30883
2001,31201,Bowen Basin - North,30340
2002,31201,Bowen Basin - North,30930
2003,31201,Bowen Basin - North,31463
2004,31201,Bowen Basin - North,31745
2005,31201,Bowen Basin - North,32339
2006,31201,Bowen Basin - North,33046
2007,31201,Bowen Basin - North,33824
2008,31201,Bowen Basin - North,34585
2009,31201,Bowen Basin - North,35365
2010,31201,Bowen Basin - North,35860
2011,31201,Bowen Basin - North,36427
2012,31201,Bowen Basin - North,36850
2013,31201,Bowen Basin - North,36826
2014,31201,Bowen Basin - North,36118
2015,31201,Bowen Basin - North,35292
2016,31201,Bowen Basin - North,34349
1991,31202,Mackay,76473
1992,31202,Mackay,78261
1993,31202,Mackay,79626
1994,31202,Mackay,81327
1995,31202,Mackay,82930
1996,31202,Mackay,85105
1997,31202,Mackay,86024
1998,31202,Mackay,86719
1999,31202,Mackay,87548
2000,31202,Mackay,88379
2001,31202,Mackay,89337
2002,31202,Mackay,91554
2003,31202,Mackay,93642
