Counting,SA2 (POW),Count
"Persons Aged 15 Years and Over, Place of Work",Gowanbrae,0
"Persons Aged 15 Years and Over, Place of Work",Hadfield,0
"Persons Aged 15 Years and Over, Place of Work",Sunbury,0
"Persons Aged 15 Years and Over, Place of Work",Sunbury - South,0
"Persons Aged 15 Years and Over, Place of Work",Broadmeadows,0
"Persons Aged 15 Years and Over, Place of Work",Campbellfield - Coolaroo,0
"Persons Aged 15 Years and Over, Place of Work",Gladstone Park - Westmeadows,0
"Persons Aged 15 Years and Over, Place of Work",Greenvale - Bulla,0
"Persons Aged 15 Years and Over, Place of Work",Meadow Heights,0
"Persons Aged 15 Years and Over, Place of Work",Melbourne Airport,0
"Persons Aged 15 Years and Over, Place of Work",Roxburgh Park - Somerton,0
"Persons Aged 15 Years and Over, Place of Work",Tullamarine,0
"Persons Aged 15 Years and Over, Place of Work",Craigieburn - Central,0
"Persons Aged 15 Years and Over, Place of Work",Craigieburn - North,0
"Persons Aged 15 Years and Over, Place of Work",Craigieburn - South,0
"Persons Aged 15 Years and Over, Place of Work",Craigieburn - West,0
"Persons Aged 15 Years and Over, Place of Work",Mickleham - Yuroke,0
"Persons Aged 15 Years and Over, Place of Work",Bayswater,0
"Persons Aged 15 Years and Over, Place of Work",Knoxfield - Scoresby,0
"Persons Aged 15 Years and Over, Place of Work",Lysterfield,0
"Persons Aged 15 Years and Over, Place of Work",Rowville - Central,0
"Persons Aged 15 Years and Over, Place of Work",Rowville - North,0
"Persons Aged 15 Years and Over, Place of Work",Rowville - South,0
"Persons Aged 15 Years and Over, Place of Work",Wantirna,0
"Persons Aged 15 Years and Over, Place of Work",Wantirna South,0
"Persons Aged 15 Years and Over, Place of Work",Boronia,0
"Persons Aged 15 Years and Over, Place of Work",Ferntree Gully (North),0
"Persons Aged 15 Years and Over, Place of Work",Ferntree Gully (South) - Upper Ferntree Gully,0
"Persons Aged 15 Years and Over, Place of Work",The Basin,0
"Persons Aged 15 Years and Over, Place of Work",Donvale - Park Orchards,0
"Persons Aged 15 Years and Over, Place of Work",Warrandyte - Wonga Park,0
"Persons Aged 15 Years and Over, Place of Work",Bayswater North,0
"Persons Aged 15 Years and Over, Place of Work",Croydon Hills - Warranwood,0
"Persons Aged 15 Years and Over, Place of Work",Ringwood,0
"Persons Aged 15 Years and Over, Place of Work",Ringwood East,0
"Persons Aged 15 Years and Over, Place of Work",Ringwood North,0
"Persons Aged 15 Years and Over, Place of Work",Croydon - East,0
"Persons Aged 15 Years and Over, Place of Work",Croydon - West,0
"Persons Aged 15 Years and Over, Place of Work",Croydon South,0
"Persons Aged 15 Years and Over, Place of Work",Forest Hill,0
"Persons Aged 15 Years and Over, Place of Work",Mitcham (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",Nunawading,0
"Persons Aged 15 Years and Over, Place of Work",Vermont,0
"Persons Aged 15 Years and Over, Place of Work",Vermont South,0
"Persons Aged 15 Years and Over, Place of Work",Belgrave - Selby,0
"Persons Aged 15 Years and Over, Place of Work",Chirnside Park,0
"Persons Aged 15 Years and Over, Place of Work",Healesville - Yarra Glen,0
"Persons Aged 15 Years and Over, Place of Work",Kilsyth,0
"Persons Aged 15 Years and Over, Place of Work",Lilydale - Coldstream,0
"Persons Aged 15 Years and Over, Place of Work",Monbulk - Silvan,0
"Persons Aged 15 Years and Over, Place of Work",Montrose,0
"Persons Aged 15 Years and Over, Place of Work",Mooroolbark,0
"Persons Aged 15 Years and Over, Place of Work",Mount Dandenong - Olinda,0
"Persons Aged 15 Years and Over, Place of Work",Mount Evelyn,0
"Persons Aged 15 Years and Over, Place of Work",Upwey - Tecoma,0
"Persons Aged 15 Years and Over, Place of Work",Wandin - Seville,0
"Persons Aged 15 Years and Over, Place of Work",Yarra Valley,0
"Persons Aged 15 Years and Over, Place of Work",Beaconsfield - Officer,0
"Persons Aged 15 Years and Over, Place of Work",Bunyip - Garfield,0
"Persons Aged 15 Years and Over, Place of Work",Emerald - Cockatoo,0
"Persons Aged 15 Years and Over, Place of Work",Koo Wee Rup,0
"Persons Aged 15 Years and Over, Place of Work",Pakenham - North,0
"Persons Aged 15 Years and Over, Place of Work",Pakenham - South,0
"Persons Aged 15 Years and Over, Place of Work",Berwick - North,0
"Persons Aged 15 Years and Over, Place of Work",Berwick - South,0
"Persons Aged 15 Years and Over, Place of Work",Doveton,0
"Persons Aged 15 Years and Over, Place of Work",Hallam,0
"Persons Aged 15 Years and Over, Place of Work",Narre Warren North,0
"Persons Aged 15 Years and Over, Place of Work",Endeavour Hills - North,0
"Persons Aged 15 Years and Over, Place of Work",Endeavour Hills - South,0
"Persons Aged 15 Years and Over, Place of Work",Narre Warren - North East,0
"Persons Aged 15 Years and Over, Place of Work",Narre Warren - South West,0
"Persons Aged 15 Years and Over, Place of Work",Cranbourne,0
"Persons Aged 15 Years and Over, Place of Work",Cranbourne East,0
"Persons Aged 15 Years and Over, Place of Work",Cranbourne North,0
"Persons Aged 15 Years and Over, Place of Work",Cranbourne South,0
"Persons Aged 15 Years and Over, Place of Work",Cranbourne West,0
"Persons Aged 15 Years and Over, Place of Work",Hampton Park - Lynbrook,0
"Persons Aged 15 Years and Over, Place of Work",Lynbrook - Lyndhurst,0
"Persons Aged 15 Years and Over, Place of Work",Pearcedale - Tooradin,0
"Persons Aged 15 Years and Over, Place of Work",Narre Warren South (East),0
"Persons Aged 15 Years and Over, Place of Work",Narre Warren South (West),0
"Persons Aged 15 Years and Over, Place of Work",Clarinda - Oakleigh South,0
"Persons Aged 15 Years and Over, Place of Work",Clayton South,0
"Persons Aged 15 Years and Over, Place of Work",Dandenong,0
"Persons Aged 15 Years and Over, Place of Work",Dandenong North,0
"Persons Aged 15 Years and Over, Place of Work",Dingley Village,0
"Persons Aged 15 Years and Over, Place of Work",Keysborough,0
"Persons Aged 15 Years and Over, Place of Work",Noble Park North,0
"Persons Aged 15 Years and Over, Place of Work",Springvale,0
"Persons Aged 15 Years and Over, Place of Work",Springvale South,0
"Persons Aged 15 Years and Over, Place of Work",Noble Park - East,0
"Persons Aged 15 Years and Over, Place of Work",Noble Park - West,0
"Persons Aged 15 Years and Over, Place of Work",Ashwood - Chadstone,0
"Persons Aged 15 Years and Over, Place of Work",Clayton,0
"Persons Aged 15 Years and Over, Place of Work",Glen Waverley - East,0
"Persons Aged 15 Years and Over, Place of Work",Glen Waverley - West,0
"Persons Aged 15 Years and Over, Place of Work",Mount Waverley - North,0
"Persons Aged 15 Years and Over, Place of Work",Mount Waverley - South,0
"Persons Aged 15 Years and Over, Place of Work",Mulgrave,0
"Persons Aged 15 Years and Over, Place of Work",Oakleigh - Huntingdale,0
"Persons Aged 15 Years and Over, Place of Work",Wheelers Hill,0
"Persons Aged 15 Years and Over, Place of Work",Ardeer - Albion,0
"Persons Aged 15 Years and Over, Place of Work",Cairnlea,0
"Persons Aged 15 Years and Over, Place of Work",Deer Park - Derrimut,0
"Persons Aged 15 Years and Over, Place of Work",Delahey,0
"Persons Aged 15 Years and Over, Place of Work",Keilor Downs,0
"Persons Aged 15 Years and Over, Place of Work",Kings Park (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",St Albans - North,0
"Persons Aged 15 Years and Over, Place of Work",St Albans - South,0
"Persons Aged 15 Years and Over, Place of Work",Sunshine,0
"Persons Aged 15 Years and Over, Place of Work",Sunshine North,0
"Persons Aged 15 Years and Over, Place of Work",Sunshine West,0
"Persons Aged 15 Years and Over, Place of Work",Sydenham,0
"Persons Aged 15 Years and Over, Place of Work",Taylors Lakes,0
"Persons Aged 15 Years and Over, Place of Work",Altona,0
"Persons Aged 15 Years and Over, Place of Work",Altona Meadows,0
"Persons Aged 15 Years and Over, Place of Work",Altona North,0
"Persons Aged 15 Years and Over, Place of Work",Newport,0
"Persons Aged 15 Years and Over, Place of Work",Seabrook,0
"Persons Aged 15 Years and Over, Place of Work",Williamstown,0
"Persons Aged 15 Years and Over, Place of Work",Braybrook,0
"Persons Aged 15 Years and Over, Place of Work",Footscray,0
"Persons Aged 15 Years and Over, Place of Work",Maribyrnong,0
"Persons Aged 15 Years and Over, Place of Work",Seddon - Kingsville,0
"Persons Aged 15 Years and Over, Place of Work",West Footscray - Tottenham,0
"Persons Aged 15 Years and Over, Place of Work",Yarraville,0
"Persons Aged 15 Years and Over, Place of Work",Bacchus Marsh,0
"Persons Aged 15 Years and Over, Place of Work",Hillside,0
"Persons Aged 15 Years and Over, Place of Work",Melton,0
"Persons Aged 15 Years and Over, Place of Work",Melton South,0
"Persons Aged 15 Years and Over, Place of Work",Melton West,0
"Persons Aged 15 Years and Over, Place of Work",Rockbank - Mount Cottrell,0
"Persons Aged 15 Years and Over, Place of Work",Taylors Hill,0
"Persons Aged 15 Years and Over, Place of Work",Burnside,0
"Persons Aged 15 Years and Over, Place of Work",Burnside Heights,0
"Persons Aged 15 Years and Over, Place of Work",Caroline Springs,0
"Persons Aged 15 Years and Over, Place of Work",Hoppers Crossing - North,0
"Persons Aged 15 Years and Over, Place of Work",Hoppers Crossing - South,0
"Persons Aged 15 Years and Over, Place of Work",Laverton,0
"Persons Aged 15 Years and Over, Place of Work",Tarneit,0
"Persons Aged 15 Years and Over, Place of Work",Truganina,0
"Persons Aged 15 Years and Over, Place of Work",Werribee - South,0
"Persons Aged 15 Years and Over, Place of Work",Wyndham Vale,0
"Persons Aged 15 Years and Over, Place of Work",Point Cook - East,0
"Persons Aged 15 Years and Over, Place of Work",Point Cook - North,0
"Persons Aged 15 Years and Over, Place of Work",Point Cook - South,0
"Persons Aged 15 Years and Over, Place of Work",Werribee - East,0
"Persons Aged 15 Years and Over, Place of Work",Werribee - West,0
"Persons Aged 15 Years and Over, Place of Work",Carrum Downs,0
"Persons Aged 15 Years and Over, Place of Work",Frankston,0
"Persons Aged 15 Years and Over, Place of Work",Frankston North,0
"Persons Aged 15 Years and Over, Place of Work",Frankston South,0
"Persons Aged 15 Years and Over, Place of Work",Langwarrin,0
"Persons Aged 15 Years and Over, Place of Work",Seaford (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",Skye - Sandhurst,0
"Persons Aged 15 Years and Over, Place of Work",Dromana,0
"Persons Aged 15 Years and Over, Place of Work",Flinders,0
"Persons Aged 15 Years and Over, Place of Work",Hastings - Somers,0
"Persons Aged 15 Years and Over, Place of Work",Mornington,0
"Persons Aged 15 Years and Over, Place of Work",Mount Eliza,0
"Persons Aged 15 Years and Over, Place of Work",Mount Martha,0
"Persons Aged 15 Years and Over, Place of Work",Point Nepean,0
"Persons Aged 15 Years and Over, Place of Work",Rosebud - McCrae,0
"Persons Aged 15 Years and Over, Place of Work",Somerville,0
"Persons Aged 15 Years and Over, Place of Work",Ararat,0
"Persons Aged 15 Years and Over, Place of Work",Ararat Region,0
"Persons Aged 15 Years and Over, Place of Work",Horsham,0
"Persons Aged 15 Years and Over, Place of Work",Horsham Region,0
"Persons Aged 15 Years and Over, Place of Work",Nhill Region,0
"Persons Aged 15 Years and Over, Place of Work",St Arnaud,0
"Persons Aged 15 Years and Over, Place of Work",Stawell,0
"Persons Aged 15 Years and Over, Place of Work",West Wimmera,0
"Persons Aged 15 Years and Over, Place of Work",Yarriambiack,0
"Persons Aged 15 Years and Over, Place of Work",Irymple,0
"Persons Aged 15 Years and Over, Place of Work",Merbein,0
"Persons Aged 15 Years and Over, Place of Work",Mildura Region,0
"Persons Aged 15 Years and Over, Place of Work",Red Cliffs,0
"Persons Aged 15 Years and Over, Place of Work",Mildura - North,0
"Persons Aged 15 Years and Over, Place of Work",Mildura - South,0
"Persons Aged 15 Years and Over, Place of Work",Buloke,0
"Persons Aged 15 Years and Over, Place of Work",Gannawarra,0
"Persons Aged 15 Years and Over, Place of Work",Kerang,0
"Persons Aged 15 Years and Over, Place of Work",Robinvale,0
"Persons Aged 15 Years and Over, Place of Work",Swan Hill,0
"Persons Aged 15 Years and Over, Place of Work",Swan Hill Region,0
"Persons Aged 15 Years and Over, Place of Work",Echuca,0
"Persons Aged 15 Years and Over, Place of Work",Kyabram,0
"Persons Aged 15 Years and Over, Place of Work",Lockington - Gunbower,0
"Persons Aged 15 Years and Over, Place of Work",Rochester,0
"Persons Aged 15 Years and Over, Place of Work",Rushworth,0
"Persons Aged 15 Years and Over, Place of Work",Cobram,0
"Persons Aged 15 Years and Over, Place of Work",Moira,0
"Persons Aged 15 Years and Over, Place of Work",Numurkah,0
"Persons Aged 15 Years and Over, Place of Work",Yarrawonga,0
"Persons Aged 15 Years and Over, Place of Work",Mooroopna,0
"Persons Aged 15 Years and Over, Place of Work",Shepparton - North,0
"Persons Aged 15 Years and Over, Place of Work",Shepparton - South,0
"Persons Aged 15 Years and Over, Place of Work",Shepparton Region - East,0
"Persons Aged 15 Years and Over, Place of Work",Shepparton Region - West,0
"Persons Aged 15 Years and Over, Place of Work",Glenelg (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",Hamilton (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",Portland,0
"Persons Aged 15 Years and Over, Place of Work",Southern Grampians,0
"Persons Aged 15 Years and Over, Place of Work",Camperdown,0
"Persons Aged 15 Years and Over, Place of Work",Colac,0
"Persons Aged 15 Years and Over, Place of Work",Colac Region,0
"Persons Aged 15 Years and Over, Place of Work",Corangamite - North,0
"Persons Aged 15 Years and Over, Place of Work",Corangamite - South,0
"Persons Aged 15 Years and Over, Place of Work",Otway,0
"Persons Aged 15 Years and Over, Place of Work",Moyne - East,0
"Persons Aged 15 Years and Over, Place of Work",Moyne - West,0
"Persons Aged 15 Years and Over, Place of Work",Warrnambool - North,0
"Persons Aged 15 Years and Over, Place of Work",Warrnambool - South,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (Vic.),0
"Persons Aged 15 Years and Over, Place of Work",Alexandra Hills,0
"Persons Aged 15 Years and Over, Place of Work",Belmont - Gumdale,0
"Persons Aged 15 Years and Over, Place of Work",Birkdale,0
"Persons Aged 15 Years and Over, Place of Work",Capalaba,0
"Persons Aged 15 Years and Over, Place of Work",Thorneside,0
"Persons Aged 15 Years and Over, Place of Work",Wellington Point,0
"Persons Aged 15 Years and Over, Place of Work",Cleveland,0
"Persons Aged 15 Years and Over, Place of Work",Ormiston,0
"Persons Aged 15 Years and Over, Place of Work",Redland Bay,0
"Persons Aged 15 Years and Over, Place of Work",Sheldon - Mount Cotton,0
"Persons Aged 15 Years and Over, Place of Work",Thornlands,0
"Persons Aged 15 Years and Over, Place of Work",Victoria Point,0
"Persons Aged 15 Years and Over, Place of Work",Redland Islands,0
"Persons Aged 15 Years and Over, Place of Work",Brisbane Port - Lytton,0
"Persons Aged 15 Years and Over, Place of Work",Manly - Lota,0
"Persons Aged 15 Years and Over, Place of Work",Manly West,0
"Persons Aged 15 Years and Over, Place of Work",Murarrie,0
"Persons Aged 15 Years and Over, Place of Work",Tingalpa,0
"Persons Aged 15 Years and Over, Place of Work",Wakerley,0
"Persons Aged 15 Years and Over, Place of Work",Wynnum,0
"Persons Aged 15 Years and Over, Place of Work",Wynnum West - Hemmant,0
"Persons Aged 15 Years and Over, Place of Work",Bald Hills,0
"Persons Aged 15 Years and Over, Place of Work",Bridgeman Downs,0
"Persons Aged 15 Years and Over, Place of Work",Carseldine,0
"Persons Aged 15 Years and Over, Place of Work",Everton Park,0
"Persons Aged 15 Years and Over, Place of Work",McDowall,0
"Persons Aged 15 Years and Over, Place of Work",Aspley,0
"Persons Aged 15 Years and Over, Place of Work",Chermside,0
"Persons Aged 15 Years and Over, Place of Work",Chermside West,0
"Persons Aged 15 Years and Over, Place of Work",Geebung,0
"Persons Aged 15 Years and Over, Place of Work",Kedron - Gordon Park,0
"Persons Aged 15 Years and Over, Place of Work",Stafford,0
"Persons Aged 15 Years and Over, Place of Work",Stafford Heights,0
"Persons Aged 15 Years and Over, Place of Work",Wavell Heights,0
"Persons Aged 15 Years and Over, Place of Work",Boondall,0
"Persons Aged 15 Years and Over, Place of Work",Brisbane Airport,0
"Persons Aged 15 Years and Over, Place of Work",Eagle Farm - Pinkenba,0
"Persons Aged 15 Years and Over, Place of Work",Northgate - Virginia,0
"Persons Aged 15 Years and Over, Place of Work",Nudgee - Banyo,0
"Persons Aged 15 Years and Over, Place of Work",Nundah,0
"Persons Aged 15 Years and Over, Place of Work",Bracken Ridge,0
"Persons Aged 15 Years and Over, Place of Work",Brighton (Qld),0
"Persons Aged 15 Years and Over, Place of Work",Deagon,0
"Persons Aged 15 Years and Over, Place of Work",Sandgate - Shorncliffe,0
"Persons Aged 15 Years and Over, Place of Work",Taigum - Fitzgibbon,0
"Persons Aged 15 Years and Over, Place of Work",Zillmere,0
"Persons Aged 15 Years and Over, Place of Work",Camp Hill,0
"Persons Aged 15 Years and Over, Place of Work",Cannon Hill,0
"Persons Aged 15 Years and Over, Place of Work",Carina,0
"Persons Aged 15 Years and Over, Place of Work",Carina Heights,0
"Persons Aged 15 Years and Over, Place of Work",Carindale,0
"Persons Aged 15 Years and Over, Place of Work",Annerley,0
"Persons Aged 15 Years and Over, Place of Work",Coorparoo,0
"Persons Aged 15 Years and Over, Place of Work",Fairfield - Dutton Park,0
"Persons Aged 15 Years and Over, Place of Work",Greenslopes,0
"Persons Aged 15 Years and Over, Place of Work",Holland Park,0
"Persons Aged 15 Years and Over, Place of Work",Holland Park West,0
"Persons Aged 15 Years and Over, Place of Work",Woolloongabba,0
"Persons Aged 15 Years and Over, Place of Work",Yeronga,0
"Persons Aged 15 Years and Over, Place of Work",Eight Mile Plains,0
"Persons Aged 15 Years and Over, Place of Work",Macgregor (Qld),0
"Persons Aged 15 Years and Over, Place of Work",Mansfield (Qld),0
"Persons Aged 15 Years and Over, Place of Work",Mount Gravatt,0
"Persons Aged 15 Years and Over, Place of Work",Rochedale - Burbank,0
"Persons Aged 15 Years and Over, Place of Work",Upper Mount Gravatt,0
"Persons Aged 15 Years and Over, Place of Work",Wishart,0
"Persons Aged 15 Years and Over, Place of Work",Coopers Plains,0
"Persons Aged 15 Years and Over, Place of Work",Moorooka,0
"Persons Aged 15 Years and Over, Place of Work",Robertson,0
"Persons Aged 15 Years and Over, Place of Work",Salisbury - Nathan,0
"Persons Aged 15 Years and Over, Place of Work",Tarragindi,0
"Persons Aged 15 Years and Over, Place of Work",Algester,0
"Persons Aged 15 Years and Over, Place of Work",Calamvale - Stretton,0
"Persons Aged 15 Years and Over, Place of Work",Pallara - Willawong,0
"Persons Aged 15 Years and Over, Place of Work",Parkinson - Drewvale,0
"Persons Aged 15 Years and Over, Place of Work",Rocklea - Acacia Ridge,0
"Persons Aged 15 Years and Over, Place of Work",Kuraby,0
"Persons Aged 15 Years and Over, Place of Work",Runcorn,0
"Persons Aged 15 Years and Over, Place of Work",Sunnybank,0
"Persons Aged 15 Years and Over, Place of Work",Sunnybank Hills,0
"Persons Aged 15 Years and Over, Place of Work",Jindalee - Mount Ommaney,0
"Persons Aged 15 Years and Over, Place of Work",Middle Park - Jamboree Heights,0
"Persons Aged 15 Years and Over, Place of Work",Riverhills,0
"Persons Aged 15 Years and Over, Place of Work",Seventeen Mile Rocks - Sinnamon Park,0
"Persons Aged 15 Years and Over, Place of Work",Westlake,0
"Persons Aged 15 Years and Over, Place of Work",Bellbowrie - Moggill,0
"Persons Aged 15 Years and Over, Place of Work",Brookfield - Kenmore Hills,0
"Persons Aged 15 Years and Over, Place of Work",Chapel Hill,0
"Persons Aged 15 Years and Over, Place of Work",Fig Tree Pocket,0
"Persons Aged 15 Years and Over, Place of Work",Kenmore,0
"Persons Aged 15 Years and Over, Place of Work",Pinjarra Hills - Pullenvale,0
"Persons Aged 15 Years and Over, Place of Work",Chelmer - Graceville,0
"Persons Aged 15 Years and Over, Place of Work",Corinda,0
"Persons Aged 15 Years and Over, Place of Work",Indooroopilly,0
"Persons Aged 15 Years and Over, Place of Work",Sherwood,0
"Persons Aged 15 Years and Over, Place of Work",St Lucia,0
"Persons Aged 15 Years and Over, Place of Work",Taringa,0
"Persons Aged 15 Years and Over, Place of Work",Enoggera,0
"Persons Aged 15 Years and Over, Place of Work",Enoggera Reservoir,0
"Persons Aged 15 Years and Over, Place of Work",Keperra,0
"Persons Aged 15 Years and Over, Place of Work",Mitchelton,0
"Persons Aged 15 Years and Over, Place of Work",Mount Coot-tha,0
"Persons Aged 15 Years and Over, Place of Work",The Gap,0
"Persons Aged 15 Years and Over, Place of Work",Upper Kedron - Ferny Grove,0
"Persons Aged 15 Years and Over, Place of Work",Brisbane City,0
"Persons Aged 15 Years and Over, Place of Work",Fortitude Valley,0
"Persons Aged 15 Years and Over, Place of Work",Highgate Hill,0
"Persons Aged 15 Years and Over, Place of Work",Kangaroo Point,0
"Persons Aged 15 Years and Over, Place of Work",New Farm,0
"Persons Aged 15 Years and Over, Place of Work",South Brisbane,0
"Persons Aged 15 Years and Over, Place of Work",Spring Hill,0
"Persons Aged 15 Years and Over, Place of Work",West End,0
"Persons Aged 15 Years and Over, Place of Work",Balmoral,0
"Persons Aged 15 Years and Over, Place of Work",Bulimba,0
"Persons Aged 15 Years and Over, Place of Work",East Brisbane,0
"Persons Aged 15 Years and Over, Place of Work",Hawthorne,0
"Persons Aged 15 Years and Over, Place of Work",Morningside - Seven Hills,0
"Persons Aged 15 Years and Over, Place of Work",Norman Park,0
"Persons Aged 15 Years and Over, Place of Work",Albion,0
"Persons Aged 15 Years and Over, Place of Work",Alderley,0
"Persons Aged 15 Years and Over, Place of Work",Ascot,0
"Persons Aged 15 Years and Over, Place of Work",Clayfield,0
"Persons Aged 15 Years and Over, Place of Work",Grange,0
"Persons Aged 15 Years and Over, Place of Work",Hamilton (Qld),0
"Persons Aged 15 Years and Over, Place of Work",Hendra,0
"Persons Aged 15 Years and Over, Place of Work",Kelvin Grove - Herston,0
"Persons Aged 15 Years and Over, Place of Work",Newmarket,0
"Persons Aged 15 Years and Over, Place of Work",Newstead - Bowen Hills,0
"Persons Aged 15 Years and Over, Place of Work",Wilston,0
"Persons Aged 15 Years and Over, Place of Work",Windsor,0
"Persons Aged 15 Years and Over, Place of Work",Wooloowin - Lutwyche,0
"Persons Aged 15 Years and Over, Place of Work",Ashgrove,0
"Persons Aged 15 Years and Over, Place of Work",Auchenflower,0
"Persons Aged 15 Years and Over, Place of Work",Bardon,0
"Persons Aged 15 Years and Over, Place of Work",Paddington - Milton,0
"Persons Aged 15 Years and Over, Place of Work",Red Hill (Qld),0
"Persons Aged 15 Years and Over, Place of Work",Toowong,0
"Persons Aged 15 Years and Over, Place of Work",Brinsmead,0
"Persons Aged 15 Years and Over, Place of Work",Clifton Beach - Kewarra Beach,0
"Persons Aged 15 Years and Over, Place of Work",Freshwater - Stratford,0
"Persons Aged 15 Years and Over, Place of Work",Redlynch,0
"Persons Aged 15 Years and Over, Place of Work",Trinity Beach - Smithfield,0
"Persons Aged 15 Years and Over, Place of Work",Yorkeys Knob - Machans Beach,0
"Persons Aged 15 Years and Over, Place of Work",Bentley Park,0
"Persons Aged 15 Years and Over, Place of Work",Cairns City,0
"Persons Aged 15 Years and Over, Place of Work",Earlville - Bayview Heights,0
"Persons Aged 15 Years and Over, Place of Work",Edmonton,0
"Persons Aged 15 Years and Over, Place of Work",Gordonvale - Trinity,0
"Persons Aged 15 Years and Over, Place of Work",Kanimbla - Mooroobool,0
"Persons Aged 15 Years and Over, Place of Work",Lamb Range,0
"Persons Aged 15 Years and Over, Place of Work",Manoora,0
"Persons Aged 15 Years and Over, Place of Work",Manunda,0
"Persons Aged 15 Years and Over, Place of Work",Mount Sheridan,0
"Persons Aged 15 Years and Over, Place of Work",Westcourt - Bungalow,0
"Persons Aged 15 Years and Over, Place of Work",White Rock,0
"Persons Aged 15 Years and Over, Place of Work",Whitfield - Edge Hill,0
"Persons Aged 15 Years and Over, Place of Work",Woree,0
"Persons Aged 15 Years and Over, Place of Work",Babinda,0
"Persons Aged 15 Years and Over, Place of Work",Innisfail,0
"Persons Aged 15 Years and Over, Place of Work",Johnstone,0
"Persons Aged 15 Years and Over, Place of Work",Tully,0
"Persons Aged 15 Years and Over, Place of Work",Wooroonooran,0
"Persons Aged 15 Years and Over, Place of Work",Yarrabah,0
"Persons Aged 15 Years and Over, Place of Work",Daintree,0
"Persons Aged 15 Years and Over, Place of Work",Port Douglas,0
"Persons Aged 15 Years and Over, Place of Work",Atherton,0
"Persons Aged 15 Years and Over, Place of Work",Herberton,0
"Persons Aged 15 Years and Over, Place of Work",Kuranda,0
"Persons Aged 15 Years and Over, Place of Work",Malanda - Yungaburra,0
"Persons Aged 15 Years and Over, Place of Work",Mareeba,0
"Persons Aged 15 Years and Over, Place of Work",Balonne,0
"Persons Aged 15 Years and Over, Place of Work",Chinchilla,0
"Persons Aged 15 Years and Over, Place of Work",Goondiwindi,0
"Persons Aged 15 Years and Over, Place of Work",Inglewood - Waggamba,0
"Persons Aged 15 Years and Over, Place of Work",Miles - Wandoan,0
"Persons Aged 15 Years and Over, Place of Work",Roma,0
"Persons Aged 15 Years and Over, Place of Work",Roma Region,0
"Persons Aged 15 Years and Over, Place of Work",Tara,0
"Persons Aged 15 Years and Over, Place of Work",Crows Nest - Rosalie,0
"Persons Aged 15 Years and Over, Place of Work",Jondaryan,0
"Persons Aged 15 Years and Over, Place of Work",Millmerran,0
"Persons Aged 15 Years and Over, Place of Work",Pittsworth,0
"Persons Aged 15 Years and Over, Place of Work",Wambo,0
"Persons Aged 15 Years and Over, Place of Work",Clifton - Greenmount,0
"Persons Aged 15 Years and Over, Place of Work",Southern Downs - East,0
"Persons Aged 15 Years and Over, Place of Work",Southern Downs - West,0
"Persons Aged 15 Years and Over, Place of Work",Stanthorpe,0
"Persons Aged 15 Years and Over, Place of Work",Stanthorpe Region,0
"Persons Aged 15 Years and Over, Place of Work",Warwick,0
"Persons Aged 15 Years and Over, Place of Work",Central Highlands - East,0
"Persons Aged 15 Years and Over, Place of Work",Central Highlands - West,0
"Persons Aged 15 Years and Over, Place of Work",Emerald,0
"Persons Aged 15 Years and Over, Place of Work",Berserker,0
"Persons Aged 15 Years and Over, Place of Work",Bouldercombe,0
"Persons Aged 15 Years and Over, Place of Work",Emu Park,0
"Persons Aged 15 Years and Over, Place of Work",Frenchville - Mount Archer,0
"Persons Aged 15 Years and Over, Place of Work",Glenlee - Rockyview,0
"Persons Aged 15 Years and Over, Place of Work",Gracemere,0
"Persons Aged 15 Years and Over, Place of Work",Lakes Creek,0
"Persons Aged 15 Years and Over, Place of Work",Mount Morgan,0
"Persons Aged 15 Years and Over, Place of Work",Norman Gardens,0
"Persons Aged 15 Years and Over, Place of Work",Park Avenue,0
"Persons Aged 15 Years and Over, Place of Work",Parkhurst - Kawana,0
"Persons Aged 15 Years and Over, Place of Work",Rockhampton - West,0
"Persons Aged 15 Years and Over, Place of Work",Rockhampton City,0
"Persons Aged 15 Years and Over, Place of Work",Rockhampton Region - East,0
"Persons Aged 15 Years and Over, Place of Work",Rockhampton Region - North,0
"Persons Aged 15 Years and Over, Place of Work",Rockhampton Region - West,0
"Persons Aged 15 Years and Over, Place of Work",Shoalwater Bay,0
"Persons Aged 15 Years and Over, Place of Work",The Range - Allenstown,0
"Persons Aged 15 Years and Over, Place of Work",Yeppoon,0
"Persons Aged 15 Years and Over, Place of Work",Banana,0
"Persons Aged 15 Years and Over, Place of Work",Biloela,0
"Persons Aged 15 Years and Over, Place of Work",Agnes Water - Miriam Vale,0
"Persons Aged 15 Years and Over, Place of Work",Boyne Island - Tannum Sands,0
"Persons Aged 15 Years and Over, Place of Work",Callemondah,0
"Persons Aged 15 Years and Over, Place of Work",Clinton - New Auckland,0
"Persons Aged 15 Years and Over, Place of Work",Gladstone,0
